,type_appartement,nombre_pièces,nombre_chambres,surface,étage,terasse,ascenceur,prix_achat,credit,localisation,description
1769,Appartement,3,2,89.0,,non défini,non défini,535000,2214,Lyon 2ème,Cordeliers-Célestins-Bourse
1770,Appartement,3,2,63.0,,non défini,non défini,299000,1241,Lyon 9ème,Vaise-Rochecardon-Industrie
1771,Appartement,1,,24.0,,non défini,oui,125000,524,Lyon 9ème,Sauvegarder
1772,Appartement,4,3,110.0,,non défini,non défini,749000,3095,Lyon 1er,À voir sur Belles Demeures
1773,Appartement,2,1,40.0,,non défini,non défini,199000,829,Lyon 3ème,Villette
1774,Appartement,5,4,93.0,,non défini,non défini,380000,1575,Lyon 9ème,Vaise-Rochecardon-Industrie
1775,Appartement,1,,23.0,,non défini,oui,115000,483,Lyon 3ème,Sans Souci-Dauphiné
1776,Appartement,5,3,107.0,,non défini,non défini,380000,1575,Lyon 8ème,Laënnec-Mermoz
1777,Appartement,2,1,53.0,,non défini,non défini,385000,1595,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1778,Appartement,4,3,92.0,,non défini,non défini,620000,2564,Lyon 1er,Terreaux
1779,Appartement,3,2,67.0,,non défini,non défini,420000,1740,Lyon 3ème,Montchat
1780,Appartement,1,,36.0,6,non défini,non défini,198000,825,Lyon 3ème,La Guillotière Nord
1781,Appartement,2,2,50.0,,non défini,non défini,265000,1101,Lyon 1er,Terreaux
1782,Appartement,2,1,56.0,,non défini,non défini,208000,866,Lyon 8ème,Monplaisir-Le Bachut
1783,Appartement,4,3,82.0,,non défini,non défini,509000,2106,Lyon 7ème,Gerland
1784,Appartement,2,1,43.0,,non défini,non défini,272000,1130,Lyon 9ème,Vaise-Rochecardon-Industrie
1785,Appartement,2,1,40.0,,non défini,non défini,330000,1369,Lyon 6ème,Tête d'Or-Foch-Vitton
1786,Appartement,1,,20.0,,non défini,oui,69000,293,Lyon 7ème,La Guillotière Sud
1787,Appartement,4,3,95.0,,non défini,non défini,227000,944,Lyon 8ème,Sauvegarder
1788,Appartement,1,,18.0,,non défini,oui,85000,359,Lyon 9ème,Vaise-Rochecardon-Industrie
1789,Appartement,3,2,66.0,,non défini,non défini,355000,1472,Lyon 9ème,Gorge du Loup-Champvert
1790,Appartement,5,3,85.0,,non défini,non défini,449000,1859,Lyon 4ème,Croix Rousse-Gros Caillou
1791,Appartement,7,6,172.0,,non défini,non défini,820000,3388,Lyon 2ème,Cordeliers-Célestins-Bourse
1792,Appartement,2,1,45.0,,non défini,non défini,345000,1431,Lyon 3ème,Montchat
1793,Appartement,2,1,27.0,,non défini,non défini,179000,747,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1794,Appartement,4,2,105.0,,non défini,non défini,650000,2687,Lyon 3ème,La Guillotière Nord
1795,Appartement,4,3,114.0,,non défini,non défini,675000,2790,Lyon 5ème,Vieux Lyon
1796,Appartement,4,3,83.0,,non défini,non défini,480000,1987,Lyon 3ème,Montchat
1797,Appartement,3,2,74.0,,non défini,non défini,412000,1707,Lyon 3ème,Montchat
1798,Appartement,3,2,62.0,,non défini,non défini,280000,1163,Lyon 8ème,Transvaal
1799,Appartement,2,1,45.0,,non défini,non défini,280000,1163,Lyon 7ème,La Guillotière Sud
1800,Appartement,3,2,79.0,,non défini,non défini,320000,1328,Lyon 4ème,Sauvegarder
1801,Appartement,2,1,74.0,,non défini,non défini,460000,1905,Lyon 5ème,Vieux Lyon
1802,Appartement,3,2,58.0,,non défini,non défini,495000,2049,Lyon 2ème,Bellecour-Ainay
1803,Appartement,1,,,5,non défini,oui,98000,413,Lyon 7ème,Gerland
1804,Appartement,4,3,,,non défini,oui,470000,1946,Lyon 4ème,Plateau de la Croix Rousse-Ouest
1805,Appartement,4,3,72.0,,non défini,non défini,380000,1575,Lyon 5ème,Vieux Lyon
1806,Appartement,2,1,54.0,,non défini,non défini,297000,1233,Lyon 3ème,Sans Souci-Dauphiné
1807,Appartement,2,1,51.0,,non défini,non défini,240000,998,Lyon 9ème,Vaise-Rochecardon-Industrie
1808,Appartement,4,3,83.0,,non défini,non défini,479000,1983,Lyon 9ème,Gorge du Loup-Champvert
1809,Appartement,4,2,97.0,,non défini,non défini,720000,2976,Lyon 6ème,Tête d'Or-Foch-Vitton
1810,Appartement,4,3,,,non défini,oui,564000,2333,Lyon 8ème,Transvaal
1811,Appartement,3,2,70.0,,non défini,non défini,475000,1966,Lyon 7ème,Gerland
1812,Appartement,4,3,,,non défini,oui,332000,1377,Lyon 9ème,Saint Rambert
1813,Appartement,3,2,50.0,,non défini,non défini,265000,1101,Lyon 3ème,Montchat
1814,Appartement,3,2,70.0,,non défini,non défini,440000,1822,Lyon 3ème,Part Dieu
1815,Appartement,5,4,119.0,,non défini,non défini,670000,2770,Lyon 3ème,Part Dieu
1816,Appartement,4,3,,,1,non défini,400000,1657,Lyon 9ème,Vaise-Rochecardon-Industrie
1817,Appartement,2,1,75.0,,non défini,non défini,365000,1513,Lyon 4ème,Croix Rousse-Gros Caillou
1818,Appartement,5,4,131.0,,non défini,non défini,690000,2852,Lyon 2ème,Perrache-Le Confluent
1819,Appartement,4,3,96.0,,non défini,non défini,797000,3293,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1820,Appartement,3,2,67.0,,non défini,non défini,425000,1760,Lyon 5ème,Fourvière-Saint Just
1821,Appartement,4,3,131.0,,non défini,non défini,690000,2852,Lyon 2ème,Perrache-Le Confluent
1822,Appartement,3,2,60.0,,non défini,non défini,196000,817,Lyon 5ème,Point du Jour-Ménival
1823,Appartement,3,2,70.0,,non défini,non défini,350000,1451,Lyon 7ème,Gerland
1824,Appartement,3,2,67.0,,non défini,non défini,170000,710,Lyon 7ème,Gerland
1825,Appartement,2,1,46.0,,non défini,non défini,327000,1357,Lyon 2ème,Perrache-Le Confluent
1826,Appartement,3,2,81.0,,non défini,non défini,549000,2271,Lyon 3ème,Part Dieu
1827,Appartement,6,3,267.0,,non défini,non défini,3300000,13607,Lyon 6ème,Tête d'Or-Foch-Vitton
1828,Appartement,4,3,90.0,,non défini,non défini,645000,2667,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1829,Appartement,3,2,75.0,,non défini,non défini,628000,2597,Lyon 6ème,Tête d'Or-Foch-Vitton
1830,Appartement,4,3,90.0,,non défini,non défini,645000,2667,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1831,Appartement,3,2,75.0,,non défini,non défini,628000,2597,Lyon 6ème,Tête d'Or-Foch-Vitton
1832,Appartement,4,3,89.0,,non défini,non défini,534000,2209,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1833,Appartement,2,1,46.0,,non défini,non défini,327000,1357,Lyon 2ème,Perrache-Le Confluent
1834,Appartement,5,4,131.0,,non défini,non défini,690000,2852,Lyon 2ème,Perrache-Le Confluent
1835,Appartement,4,3,131.0,,non défini,non défini,690000,2852,Lyon 2ème,Perrache-Le Confluent
1836,Appartement,3,2,60.0,,non défini,non défini,196000,817,Lyon 5ème,Point du Jour-Ménival
1837,Appartement,3,2,70.0,,non défini,non défini,350000,1451,Lyon 7ème,Gerland
1838,Appartement,3,2,59.0,,non défini,non défini,332000,1377,Lyon 7ème,Gerland
1839,Appartement,4,3,110.0,,non défini,non défini,660000,2729,Lyon 6ème,Tête d'Or-Foch-Vitton
1840,Appartement,2,1,56.0,,non défini,non défini,295000,1225,Lyon 5ème,Sauvegarder
1841,Appartement,3,2,63.0,,non défini,non défini,340000,1410,Lyon 8ème,Monplaisir-Le Bachut
1842,Appartement,4,3,74.0,,non défini,non défini,422000,1748,Lyon 9ème,Vaise-Rochecardon-Industrie
1843,Appartement,3,2,81.0,,non défini,non défini,360000,1492,Lyon 3ème,Montchat
1844,Appartement,2,1,44.0,,non défini,non défini,240000,998,Lyon 4ème,Croix Rousse-Centre
1845,Appartement,3,2,66.0,,non défini,non défini,225000,936,Lyon 8ème,Le Grand Trou
1846,Appartement,2,1,48.0,,non défini,non défini,236000,982,Lyon 3ème,Montchat
1847,Appartement,4,3,103.0,,non défini,non défini,646000,2671,Lyon 3ème,Montchat
1848,Appartement,5,3,134.0,,non défini,non défini,897000,3705,Lyon 6ème,Tête d'Or-Foch-Vitton
1849,Appartement,4,3,110.0,,non défini,non défini,660000,2729,Lyon 6ème,Tête d'Or-Foch-Vitton
1850,Appartement,2,1,56.0,,non défini,non défini,295000,1225,Lyon 5ème,Sauvegarder
1851,Appartement,4,3,88.0,,non défini,non défini,295000,1225,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1852,Appartement,3,2,63.0,,non défini,non défini,340000,1410,Lyon 8ème,Monplaisir-Le Bachut
1853,Appartement,4,3,74.0,,non défini,non défini,422000,1748,Lyon 9ème,Vaise-Rochecardon-Industrie
1854,Appartement,4,3,84.0,,non défini,non défini,535000,2214,Lyon 3ème,Montchat
1855,Appartement,2,1,48.0,,non défini,non défini,258000,1072,Lyon 9ème,Gorge du Loup-Champvert
1856,Appartement,3,2,70.0,,non défini,non défini,365000,1513,Lyon 7ème,Gerland
1857,Appartement,3,2,72.0,,non défini,non défini,299000,1241,Lyon 3ème,Villette
1858,Appartement,2,1,38.0,,non défini,non défini,196000,817,Lyon 7ème,Gerland
1859,Appartement,5,4,208.0,,non défini,non défini,1404000,5794,Lyon 5ème,Vieux Lyon
1860,Appartement,3,2,72.0,,non défini,non défini,315000,1307,Lyon 8ème,Monplaisir-Le Bachut
1861,Appartement,3,2,73.0,,non défini,non défini,495000,2049,Lyon 4ème,Plateau de la Croix Rousse-Saône
1862,Appartement,5,4,182.0,,non défini,non défini,1550000,6396,Lyon 6ème,Tête d'Or-Foch-Vitton
1863,Appartement,3,2,66.0,,non défini,non défini,444000,1839,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1864,Appartement,1,,19.0,,1,non défini,100000,421,Lyon 8ème,Monplaisir-Le Bachut
1865,Appartement,2,1,53.0,,non défini,non défini,280000,1163,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1866,Appartement,1,,51.0,,non défini,non défini,265000,1101,Lyon 7ème,La Guillotière Sud
1867,Appartement,3,2,66.0,,non défini,non défini,444000,1839,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1868,Appartement,2,1,53.0,,non défini,non défini,280000,1163,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1869,Appartement,3,2,73.0,,non défini,non défini,495000,2049,Lyon 4ème,Plateau de la Croix Rousse-Saône
1870,Appartement,3,,85.0,,1,non défini,435000,1802,Lyon 4ème,Plateau de la Croix Rousse-Saône
1871,Appartement,1,,18.0,,non défini,oui,84000,355,Lyon 7ème,Gerland
1872,Appartement,2,1,49.0,,non défini,non défini,410000,1699,Lyon 2ème,Cordeliers-Célestins-Bourse
1873,Appartement,1,,32.0,,non défini,oui,199000,829,Lyon 3ème,Part Dieu
1874,Appartement,1,,19.0,,non défini,non défini,98000,413,Lyon 8ème,Transvaal
1875,Appartement,2,1,48.0,,non défini,non défini,249000,1035,Lyon 8ème,Le Grand Trou
1876,Appartement,4,3,131.0,,non défini,non défini,1206000,4979,Lyon 8ème,Monplaisir-Le Bachut
1877,Appartement,2,1,57.0,,non défini,non défini,233200,970,Lyon 8ème,Le Grand Trou
1878,Appartement,1,,30.0,,non défini,oui,180000,751,Lyon 7ème,Jean Macé
1879,Appartement,4,3,139.0,,non défini,non défini,1150000,4748,Lyon 2ème,Cordeliers-Célestins-Bourse
1880,Appartement,3,1,86.0,,non défini,non défini,235000,977,Lyon 8ème,Le Grand Trou
1881,Appartement,2,1,46.0,,non défini,non défini,415000,1719,Lyon 2ème,Bellecour-Ainay
1882,Appartement,4,3,142.0,,non défini,non défini,669000,2766,Lyon 1er,Saint Vincent
1883,Appartement,2,1,43.0,,non défini,non défini,443000,1834,Lyon 4ème,Croix Rousse-Gros Caillou
1884,Appartement,2,1,40.0,,non défini,non défini,269000,1118,Lyon 2ème,Perrache-Le Confluent
1885,Appartement,7,4,207.0,,non défini,non défini,1290000,5325,Lyon 2ème,Perrache-Le Confluent
1886,Appartement,4,3,115.0,,non défini,non défini,679000,2807,Lyon 2ème,Cordeliers-Célestins-Bourse
1887,Appartement,4,3,85.0,,non défini,non défini,727000,3005,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1888,Appartement,1,,29.0,,non défini,non défini,123000,516,Lyon 8ème,États-Unis
1889,Appartement,4,2,78.0,,non défini,non défini,424000,1756,Lyon 7ème,La Guillotière Sud
1890,Appartement,3,2,67.0,,non défini,non défini,364000,1509,Lyon 1er,Terreaux
1891,Appartement,4,2,78.0,,non défini,non défini,424000,1756,Lyon 7ème,La Guillotière Sud
1892,Appartement,2,1,40.0,,non défini,non défini,235000,977,Lyon 1er,Croix Paquet
1893,Appartement,5,4,157.0,,non défini,non défini,1210000,4995,Lyon 9ème,Vaise-Rochecardon-Industrie
1894,Appartement,1,,29.0,,non défini,non défini,123000,516,Lyon 8ème,États-Unis
1895,Appartement,2,1,43.0,,non défini,non défini,443000,1834,Lyon 4ème,Croix Rousse-Gros Caillou
1896,Appartement,7,5,232.0,,non défini,non défini,1350000,5572,Lyon 6ème,Tête d'Or-Foch-Vitton
1897,Appartement,7,4,207.0,,non défini,non défini,1290000,5325,Lyon 2ème,Perrache-Le Confluent
1898,Appartement,3,2,67.0,,non défini,non défini,364000,1509,Lyon 1er,Terreaux
1899,Appartement,3,,62.0,,non défini,oui,439000,1818,Lyon 1er,Terreaux
1900,Appartement,4,3,115.0,,non défini,non défini,679000,2807,Lyon 2ème,Cordeliers-Célestins-Bourse
1901,Appartement,2,1,42.0,,non défini,non défini,240000,998,Lyon 7ème,La Guillotière Sud
1902,Appartement,1,,28.0,,non défini,non défini,210000,874,Lyon 3ème,Part Dieu
1903,Appartement,4,2,105.0,,non défini,non défini,499000,2065,Lyon 5ème,Fourvière-Saint Just
1904,Appartement,1,,20.0,,non défini,oui,83000,351,Lyon 7ème,Jean Macé
1905,Appartement,5,4,112.0,,non défini,non défini,525000,2172,Lyon 3ème,Montchat
1906,Appartement,3,2,61.0,,non défini,non défini,262000,1089,Lyon 7ème,Sauvegarder
1907,Appartement,2,1,52.0,,non défini,non défini,247200,1028,Lyon 9ème,Gorge du Loup-Champvert
1908,Appartement,5,4,78.0,,non défini,non défini,420000,1740,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1909,Appartement,3,2,60.0,,non défini,non défini,196000,817,Lyon 5ème,Point du Jour-Ménival
1910,Appartement,3,2,61.0,,non défini,non défini,372000,1542,Lyon 3ème,Montchat
1911,Appartement,2,1,42.0,,non défini,non défini,308000,1278,Lyon 3ème,Montchat
1912,Appartement,3,2,65.0,,non défini,non défini,408000,1690,Lyon 3ème,Montchat
1913,Appartement,4,3,91.0,,non défini,non défini,490000,2028,Lyon 2ème,Sauvegarder
1914,Appartement,1,,19.0,,non défini,non défini,98000,413,Lyon 8ème,Transvaal
1915,Appartement,5,4,107.0,,non défini,non défini,545000,2255,Lyon 5ème,Sauvegarder
1916,Appartement,6,4,145.0,,non défini,non défini,795000,3285,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1917,Appartement,2,1,43.0,,non défini,non défini,398000,1649,Lyon 4ème,Plateau de la Croix Rousse-Ouest
1918,Appartement,6,4,142.0,,non défini,non défini,610000,2523,Lyon 1er,Croix Paquet
1919,Appartement,1,,32.0,,non défini,oui,211500,881,Lyon 3ème,Part Dieu
1920,Appartement,1,,19.0,,non défini,non défini,98000,413,Lyon 8ème,Transvaal
1921,Appartement,3,2,61.0,,non défini,non défini,460000,1905,Lyon 5ème,Vieux Lyon
1922,Appartement,3,2,60.0,,non défini,non défini,196000,817,Lyon 5ème,Point du Jour-Ménival
1923,Appartement,1,,20.0,,non défini,oui,83000,351,Lyon 7ème,Jean Macé
1924,Appartement,3,2,61.0,,non défini,non défini,262000,1089,Lyon 7ème,Sauvegarder
1925,Appartement,3,2,61.0,,non défini,non défini,372000,1542,Lyon 3ème,Montchat
1926,Appartement,2,1,51.0,,non défini,non défini,269000,1118,Lyon 8ème,Monplaisir-Le Bachut
1927,Appartement,2,1,52.0,,non défini,non défini,247200,1028,Lyon 9ème,Gorge du Loup-Champvert
1928,Appartement,3,2,80.0,,non défini,non défini,520000,2152,Lyon 3ème,Montchat
1929,Appartement,5,4,107.0,,non défini,non défini,545000,2255,Lyon 5ème,Sauvegarder
1930,Appartement,1,,,,non défini,non défini,197900,825,Lyon 8ème,Transvaal
1931,Appartement,4,3,109.0,,non défini,non défini,683500,2826,Lyon 3ème,Villette
1932,Appartement,3,2,,,1,non défini,405000,1678,Lyon 9ème,Vaise-Rochecardon-Industrie
1933,Appartement,4,3,85.0,,non défini,non défini,487500,2018,Lyon 3ème,Villette
1934,Appartement,4,4,88.0,,non défini,non défini,681353,2817,Lyon 2ème,Perrache-Le Confluent
1935,Appartement,4,3,,,non défini,non défini,455000,1884,Lyon 4ème,Croix Rousse-Gros Caillou
1936,Appartement,2,1,51.0,,non défini,non défini,398000,1649,Lyon 2ème,Bellecour-Ainay
1937,Appartement,3,2,67.0,,non défini,non défini,340000,1410,Lyon 7ème,Jean Macé
1938,Appartement,2,1,,,non défini,non défini,261000,1085,Lyon 8ème,La Plaine
1939,Appartement,4,3,112.0,,non défini,non défini,1335000,5510,Lyon 2ème,Cordeliers-Célestins-Bourse
1940,Appartement,5,3,102.0,,non défini,non défini,399000,1653,Lyon 7ème,Jean Macé
1941,Appartement,1,,20.0,,non défini,non défini,155000,648,Lyon 2ème,Cordeliers-Célestins-Bourse
1942,Appartement,4,3,85.0,,non défini,non défini,421000,1744,Lyon 3ème,Part Dieu
1943,Appartement,2,1,32.0,,non défini,non défini,204710,853,Lyon 9ème,Vaise-Rochecardon-Industrie
1944,Appartement,4,3,84.0,,non défini,non défini,762000,3149,Lyon 3ème,La Guillotière Nord
1945,Appartement,1,,16.0,,non défini,oui,115000,483,Lyon 8ème,Transvaal
1946,Appartement,4,3,103.0,,non défini,non défini,485000,2008,Lyon 3ème,Montchat
1947,Appartement,4,3,81.0,,non défini,non défini,400000,1657,Lyon 2ème,Perrache-Le Confluent
1948,Appartement,1,,28.0,,non défini,oui,252000,1047,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1949,Appartement,2,1,50.0,,non défini,non défini,335000,1389,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1950,Appartement,4,3,109.0,,non défini,non défini,683500,2826,Lyon 3ème,Part Dieu
1951,Appartement,5,4,127.0,,non défini,non défini,1046000,4319,Lyon 3ème,Part Dieu
1952,Appartement,2,1,43.0,,non défini,non défini,355000,1472,Lyon 3ème,Part Dieu
1953,Appartement,2,1,37.0,,non défini,non défini,287545,1194,Lyon 7ème,Gerland
1954,Appartement,1,,21.0,,non défini,oui,165885,693,Lyon 7ème,Gerland
1955,Appartement,2,1,37.0,,non défini,non défini,292858,1216,Lyon 7ème,Gerland
1956,Appartement,4,3,74.0,,non défini,non défini,422000,1748,Lyon 9ème,Gorge du Loup-Champvert
1957,Appartement,3,2,68.0,,non défini,non défini,407000,1686,Lyon 9ème,Gorge du Loup-Champvert
1958,Appartement,3,2,67.0,,non défini,non défini,464000,1921,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1959,Appartement,3,2,71.0,,non défini,non défini,410000,1699,Lyon 9ème,Gorge du Loup-Champvert
1960,Appartement,5,4,157.0,,non défini,non défini,1235000,5098,Lyon 9ème,Gorge du Loup-Champvert
1961,Appartement,3,2,60.0,,non défini,non défini,475000,1966,Lyon 8ème,Transvaal
1962,Appartement,3,2,69.0,,non défini,non défini,360000,1492,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1963,Appartement,1,,23.0,4,non défini,non défini,191000,796,Lyon 1er,Croix Paquet
1964,Appartement,3,1,68.0,,non défini,non défini,511000,2115,Lyon 8ème,Monplaisir-Le Bachut
1965,Appartement,1,,18.0,,non défini,oui,122000,512,Lyon 2ème,Perrache-Le Confluent
1966,Appartement,3,2,64.0,,non défini,non défini,435000,1802,Lyon 5ème,Fourvière-Saint Just
1967,Appartement,1,,17.0,,non défini,non défini,137000,574,Lyon 9ème,Gorge du Loup-Champvert
1968,Appartement,1,,14.0,5,non défini,non défini,129000,541,Lyon 1er,Croix Paquet
1969,Appartement,1,,34.0,4,non défini,non défini,189000,788,Lyon 5ème,Vieux Lyon
1970,Appartement,2,1,48.0,,non défini,non défini,415000,1719,Lyon 2ème,Bellecour-Ainay
1971,Appartement,1,,19.0,,non défini,non défini,129000,541,Lyon 7ème,Gerland
1972,Appartement,1,,22.0,,non défini,oui,170000,710,Lyon 7ème,Sauvegarder
1973,Appartement,3,2,66.0,,non défini,non défini,444000,1839,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1974,Appartement,1,,11.0,,non défini,oui,120000,504,Lyon 1er,Terreaux
1975,Appartement,4,3,120.0,,non défini,non défini,1035000,4274,Lyon 8ème,Monplaisir-Le Bachut
1976,Appartement,1,1,42.0,,non défini,non défini,268000,1113,Lyon 3ème,Part Dieu
1977,Appartement,3,2,61.0,,non défini,non défini,510528,2113,Lyon 2ème,Perrache-Le Confluent
1978,Appartement,2,2,60.0,,non défini,non défini,472000,1954,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1979,Appartement,4,3,85.0,,non défini,non défini,727000,3005,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1980,Appartement,4,3,121.0,,non défini,non défini,890000,3676,Lyon 3ème,Montchat
1981,Appartement,2,1,46.0,,non défini,non défini,279000,1159,Lyon 7ème,Jean Macé
1982,Appartement,2,1,35.0,,non défini,non défini,153500,642,Lyon 8ème,La Plaine
1983,Appartement,2,1,64.0,,non défini,non défini,340000,1410,Lyon 1er,Terreaux
1984,Appartement,3,2,76.0,,non défini,non défini,523000,2164,Lyon 3ème,Montchat
