,type_appartement,nombre_pièces,nombre_chambres,surface,étage,terasse,ascenceur,prix_achat,credit,localisation,description
499,Appartement,3,2,80.0,,non défini,non défini,595000,2461,Lyon 8ème,Monplaisir-Le Bachut
500,Appartement,3,2,89.0,,non défini,non défini,569000,2354,Lyon 3ème,Part Dieu
501,Appartement,3,2,96.0,,non défini,non défini,580000,2399,Lyon 2ème,Sauvegarder
502,Appartement,4,2,105.0,,non défini,non défini,594000,2457,Lyon 3ème,Montchat
503,Appartement,4,3,132.0,,non défini,non défini,1175000,4851,Lyon 6ème,Tête d'Or-Foch-Vitton
504,Appartement,4,3,89.0,,non défini,non défini,394000,1633,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
505,Appartement,2,1,51.0,,non défini,non défini,419000,1736,Lyon 1er,Croix Paquet
506,Appartement,3,2,73.0,,non défini,non défini,420000,1740,Lyon 6ème,Tête d'Or-Foch-Vitton
507,Appartement,3,2,79.0,,non défini,non défini,325000,1348,Lyon 7ème,Gerland
508,Appartement,1,,25.0,,non défini,oui,168000,701,Lyon 3ème,Montchat
509,Appartement,4,3,82.0,,non défini,non défini,553000,2288,Lyon 2ème,Bellecour-Ainay
510,Appartement,5,4,151.0,,non défini,non défini,570900,2362,Lyon 9ème,Vaise-Rochecardon-Industrie
511,Appartement,3,2,62.0,,non défini,non défini,446000,1847,Lyon 3ème,Montchat
512,Appartement,5,4,115.0,,non défini,non défini,999000,4126,Lyon 3ème,Montchat
513,Appartement,3,2,90.0,,non défini,non défini,490000,2028,Lyon 4ème,Croix Rousse-Gros Caillou
514,Appartement,3,2,57.0,,non défini,non défini,265000,1101,Lyon 7ème,Gerland
515,Appartement,4,2,84.0,,non défini,non défini,355000,1472,Lyon 3ème,Villette
516,Appartement,4,3,104.0,,non défini,non défini,551000,2280,Lyon 4ème,Croix Rousse-Gros Caillou
517,Appartement,3,2,70.0,,non défini,non défini,379000,1571,Lyon 7ème,La Guillotière Sud
518,Appartement,2,1,43.0,,non défini,non défini,315000,1307,Lyon 1er,Croix Paquet
519,Appartement,4,2,69.0,,non défini,non défini,300000,1245,Lyon 8ème,Sauvegarder
520,Appartement,7,5,203.0,,non défini,non défini,1445000,5963,Lyon 2ème,Bellecour-Ainay
521,Appartement,3,2,104.0,,non défini,non défini,548000,2267,Lyon 7ème,La Guillotière Sud
522,Appartement,4,3,85.0,,non défini,non défini,288000,1196,Lyon 5ème,Point du Jour-Ménival
523,Appartement,4,3,84.0,,non défini,non défini,300000,1245,Lyon 9ème,Gorge du Loup-Champvert
524,Appartement,3,2,99.0,,non défini,non défini,499000,2065,Lyon 4ème,Croix Rousse-Centre
525,Appartement,2,1,43.0,,non défini,non défini,195000,813,Lyon 9ème,Vaise-Rochecardon-Industrie
526,Appartement,4,3,98.0,,non défini,non défini,500000,2069,Lyon 7ème,La Guillotière Sud
527,Appartement,3,2,80.0,,non défini,non défini,595000,2461,Lyon 8ème,Monplaisir-Le Bachut
528,Appartement,3,2,89.0,,non défini,non défini,569000,2354,Lyon 3ème,Part Dieu
529,Appartement,3,2,69.0,,non défini,non défini,298000,1237,Lyon 8ème,Monplaisir-Le Bachut
530,Appartement,3,2,76.0,,non défini,non défini,760000,3141,Lyon 2ème,Perrache-Le Confluent
531,Appartement,3,2,65.0,,non défini,non défini,225000,936,Lyon 8ème,Le Grand Trou
532,Appartement,2,1,60.0,,non défini,non défini,225000,936,Lyon 9ème,Saint Rambert
533,Appartement,1,,24.0,1,non défini,non défini,192000,800,Lyon 6ème,Tête d'Or-Foch-Vitton
534,Appartement,2,1,35.0,,non défini,non défini,163500,683,Lyon 8ème,La Plaine
535,Appartement,3,2,64.0,,non défini,non défini,245000,1019,Lyon 7ème,Jean Macé
536,Appartement,3,2,57.0,,non défini,non défini,365000,1513,Lyon 8ème,Monplaisir-Le Bachut
537,Appartement,4,3,105.0,,non défini,non défini,575000,2378,Lyon 3ème,Part Dieu
538,Appartement,3,2,91.0,,non défini,non défini,425000,1760,Lyon 7ème,Jean Macé
539,Appartement,3,2,132.0,,non défini,non défini,710000,2935,Lyon 1er,À voir sur Belles Demeures
540,Appartement,4,3,85.0,,non défini,non défini,355000,1472,Lyon 3ème,Montchat
541,Appartement,2,1,46.0,,non défini,non défini,235000,977,Lyon 7ème,Gerland
542,Appartement,5,4,161.0,,non défini,non défini,940000,3882,Lyon 3ème,Montchat
543,Appartement,5,3,118.0,,non défini,non défini,995000,4109,Lyon 3ème,Montchat
544,Appartement,2,1,61.0,,non défini,non défini,765000,3161,Lyon 6ème,Tête d'Or-Foch-Vitton
545,Appartement,5,3,139.0,,non défini,non défini,890000,3676,Lyon 5ème,Fourvière-Saint Just
546,Appartement,5,4,105.0,,non défini,non défini,630000,2605,Lyon 7ème,Gerland
547,Appartement,3,2,57.0,,non défini,non défini,254400,1057,Lyon 8ème,Sauvegarder
548,Appartement,1,,27.0,,non défini,oui,153000,640,Lyon 3ème,Montchat
549,Appartement,2,1,35.0,,non défini,non défini,189900,792,Lyon 7ème,Gerland
550,Appartement,5,3,98.0,,non défini,non défini,399000,1653,Lyon 3ème,Sans Souci-Dauphiné
551,Appartement,5,4,127.0,,non défini,non défini,1060000,4377,Lyon 3ème,Montchat
552,Appartement,2,1,114.0,,non défini,non défini,720000,2976,Lyon 1er,Terreaux
553,Appartement,5,4,119.0,,non défini,non défini,750000,3100,Lyon 6ème,Tête d'Or-Foch-Vitton
554,Appartement,4,3,111.0,,non défini,non défini,795000,3285,Lyon 2ème,Cordeliers-Célestins-Bourse
555,Appartement,2,2,86.0,,non défini,non défini,618000,2556,Lyon 5ème,Vieux Lyon
556,Appartement,3,2,67.0,,non défini,non défini,350000,1451,Lyon 6ème,Sauvegarder
557,Appartement,3,2,77.0,,non défini,non défini,350000,1451,Lyon 3ème,Part Dieu
558,Appartement,3,2,73.0,,non défini,non défini,370000,1534,Lyon 3ème,Part Dieu
559,Appartement,3,2,71.0,,non défini,non défini,420000,1740,Lyon 2ème,Perrache-Le Confluent
560,Appartement,3,2,82.0,,non défini,non défini,399000,1653,Lyon 8ème,Transvaal
561,Appartement,3,2,68.0,,non défini,non défini,350000,1451,Lyon 3ème,Villette
562,Appartement,5,4,161.0,,non défini,non défini,940000,3882,Lyon 3ème,Montchat
563,Appartement,5,3,118.0,,non défini,non défini,995000,4109,Lyon 3ème,Montchat
564,Appartement,2,1,61.0,,non défini,non défini,765000,3161,Lyon 6ème,Tête d'Or-Foch-Vitton
565,Appartement,3,3,75.0,,non défini,non défini,245000,1019,Lyon 8ème,Laënnec-Mermoz
566,Appartement,3,2,56.0,,non défini,non défini,210500,876,Lyon 9ème,Saint Rambert
567,Appartement,3,2,68.0,,non défini,non défini,295000,1225,Lyon 7ème,La Guillotière Sud
568,Appartement,2,1,35.0,,non défini,non défini,189900,792,Lyon 7ème,Gerland
569,Appartement,2,1,51.0,,non défini,non défini,390000,1616,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
570,Appartement,3,2,111.0,,non défini,non défini,375000,1554,Lyon 2ème,Perrache-Le Confluent
571,Appartement,2,1,51.0,,non défini,non défini,345000,1431,Lyon 1er,Terreaux
572,Appartement,1,,27.0,,non défini,oui,153000,640,Lyon 3ème,Montchat
573,Appartement,4,3,87.0,,non défini,non défini,495000,2049,Lyon 4ème,Sauvegarder
574,Appartement,5,4,127.0,,non défini,non défini,1060000,4377,Lyon 3ème,Montchat
575,Appartement,7,7,141.0,,non défini,non défini,715000,2955,Lyon 1er,Croix Paquet
576,Appartement,2,1,58.0,,non défini,non défini,399000,1653,Lyon 5ème,Vieux Lyon
577,Appartement,2,1,58.0,,non défini,non défini,399000,1653,Lyon 5ème,Vieux Lyon
578,Appartement,2,1,114.0,,non défini,non défini,720000,2976,Lyon 1er,Terreaux
579,Appartement,2,1,54.0,,non défini,non défini,424000,1756,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
580,Appartement,4,3,135.0,,non défini,non défini,897000,3705,Lyon 6ème,Tête d'Or-Foch-Vitton
581,Appartement,3,2,76.0,,non défini,non défini,380000,1575,Lyon 8ème,Monplaisir-Le Bachut
582,Appartement,3,2,54.0,,non défini,non défini,292900,1216,Lyon 8ème,Laënnec-Mermoz
583,Appartement,3,2,57.0,,non défini,non défini,254400,1057,Lyon 8ème,Sauvegarder
584,Appartement,3,2,65.0,,non défini,non défini,339000,1406,Lyon 3ème,Part Dieu
585,Appartement,5,3,98.0,,non défini,non défini,399000,1653,Lyon 3ème,Sans Souci-Dauphiné
586,Appartement,3,1,66.0,,non défini,non défini,238000,990,Lyon 3ème,Montchat
587,Appartement,5,3,139.0,,non défini,non défini,890000,3676,Lyon 5ème,Fourvière-Saint Just
588,Appartement,5,4,105.0,,non défini,non défini,630000,2605,Lyon 7ème,Gerland
589,Appartement,2,1,37.0,,non défini,non défini,250000,1039,Lyon 7ème,La Guillotière Sud
590,Appartement,2,1,50.0,,non défini,non défini,219000,911,Lyon 8ème,Transvaal
591,Appartement,2,1,42.0,,non défini,non défini,220000,916,Lyon 3ème,Montchat
592,Appartement,2,1,32.0,,non défini,non défini,170000,710,Lyon 3ème,Montchat
593,Appartement,4,2,80.0,,non défini,non défini,339000,1406,Lyon 8ème,Monplaisir-Le Bachut
594,Appartement,2,1,83.0,,non défini,non défini,370000,1534,Lyon 1er,Terreaux
595,Appartement,2,1,42.0,,non défini,non défini,220000,916,Lyon 3ème,Montchat
596,Appartement,5,4,155.0,,non défini,non défini,870000,3594,Lyon 4ème,Plateau de la Croix Rousse-Ouest
597,Appartement,3,2,54.0,,non défini,non défini,296000,1229,Lyon 8ème,Laënnec-Mermoz
598,Appartement,4,3,70.0,,non défini,non défini,310000,1286,Lyon 7ème,Jean Macé
599,Appartement,4,2,91.0,,non défini,non défini,240000,998,Lyon 8ème,Sauvegarder
600,Appartement,5,4,140.0,,non défini,non défini,1100000,4542,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
601,Appartement,3,1,66.0,,non défini,non défini,265000,1101,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
602,Appartement,4,3,73.0,,non défini,non défini,269620,1120,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
603,Appartement,2,1,47.0,,non défini,non défini,242000,1006,Lyon 7ème,Gerland
604,Appartement,2,1,67.0,,non défini,non défini,399000,1653,Lyon 6ème,Tête d'Or-Foch-Vitton
605,Appartement,3,2,61.0,,non défini,non défini,510528,2113,Lyon 2ème,Perrache-Le Confluent
606,Appartement,5,4,124.0,,non défini,non défini,1147435,4737,Lyon 2ème,Perrache-Le Confluent
607,Appartement,8,6,238.0,,non défini,non défini,1650000,6808,Lyon 2ème,Bellecour-Ainay
608,Appartement,5,4,140.0,,non défini,non défini,780000,3223,Lyon 4ème,Croix Rousse-Centre
609,Appartement,3,1,92.0,,non défini,non défini,560000,2317,Lyon 1er,Croix Paquet
610,Appartement,6,2,237.0,,non défini,non défini,1990000,8209,Lyon 2ème,Cordeliers-Célestins-Bourse
611,Appartement,5,4,163.0,,non défini,non défini,1085000,4480,Lyon 6ème,Tête d'Or-Foch-Vitton
612,Appartement,3,2,80.0,,non défini,non défini,595000,2461,Lyon 8ème,Monplaisir-Le Bachut
613,Appartement,3,2,69.0,,non défini,non défini,323000,1340,Lyon 3ème,Villette
614,Appartement,4,3,74.0,,non défini,non défini,750000,3100,Lyon 2ème,Bellecour-Ainay
615,Appartement,3,2,78.0,,non défini,non défini,380000,1575,Lyon 3ème,Part Dieu
616,Appartement,4,3,78.0,,non défini,non défini,275000,1142,Lyon 8ème,Laënnec-Mermoz
617,Appartement,3,2,94.0,,non défini,non défini,387000,1604,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
618,Appartement,3,2,75.0,,non défini,non défini,380000,1575,Lyon 7ème,Jean Macé
619,Appartement,4,3,68.0,,non défini,non défini,339000,1406,Lyon 3ème,Montchat
620,Appartement,5,4,180.0,,non défini,non défini,800000,3306,Lyon 1er,Terreaux
621,Appartement,2,1,56.0,,non défini,non défini,420000,1740,Lyon 5ème,Sauvegarder
622,Appartement,4,3,86.0,,non défini,non défini,435000,1802,Lyon 3ème,Part Dieu
623,Appartement,3,2,74.0,,non défini,non défini,285000,1183,Lyon 8ème,Monplaisir-Le Bachut
624,Appartement,6,4,225.0,,non défini,non défini,1590000,6561,Lyon 4ème,Croix Rousse-Gros Caillou
625,Appartement,2,1,48.0,,non défini,non défini,245000,1019,Lyon 3ème,Villette
626,Appartement,7,5,129.0,,non défini,non défini,700000,2894,Lyon 7ème,La Guillotière Sud
627,Appartement,3,2,85.0,,non défini,non défini,395000,1637,Lyon 9ème,Vaise-Rochecardon-Industrie
628,Appartement,6,3,151.0,,non défini,non défini,1255000,5180,Lyon 6ème,Tête d'Or-Foch-Vitton
629,Appartement,4,3,123.0,,non défini,non défini,1125000,4645,Lyon 2ème,Bellecour-Ainay
630,Appartement,4,3,80.0,,non défini,non défini,260000,1080,Lyon 9ème,La Duchère
631,Appartement,2,1,36.0,,non défini,non défini,180000,751,Lyon 7ème,Gerland
632,Appartement,3,2,72.0,,non défini,non défini,350000,1451,Lyon 7ème,Jean Macé
633,Appartement,6,4,118.0,,non défini,non défini,259000,1076,Lyon 8ème,Sauvegarder
634,Appartement,2,1,49.0,,non défini,non défini,310000,1286,Lyon 1er,Croix Paquet
635,Appartement,4,3,140.0,,non défini,non défini,910000,3759,Lyon 1er,Terreaux
636,Appartement,5,3,114.0,,non défini,non défini,760000,3141,Lyon 6ème,Sauvegarder
637,Appartement,4,3,79.0,,non défini,non défini,249000,1035,Lyon 8ème,La Plaine
638,Appartement,5,3,174.0,,non défini,non défini,2800000,11547,Lyon 5ème,Fourvière-Saint Just
639,Appartement,3,2,57.0,,non défini,non défini,264000,1097,Lyon 3ème,Montchat
640,Appartement,2,1,48.0,,non défini,non défini,468000,1938,Lyon 6ème,Tête d'Or-Foch-Vitton
641,Appartement,5,3,95.0,,non défini,non défini,490000,2028,Lyon 3ème,Sans Souci-Dauphiné
642,Appartement,4,3,109.0,,non défini,non défini,430000,1781,Lyon 7ème,Gerland
643,Appartement,4,2,100.0,,non défini,non défini,618000,2556,Lyon 1er,Terreaux
644,Appartement,5,3,115.0,,non défini,non défini,735000,3038,Lyon 7ème,Gerland
645,Appartement,4,3,123.0,,non défini,non défini,1125000,4645,Lyon 2ème,Bellecour-Ainay
646,Appartement,6,4,228.0,,non défini,non défini,1120000,4624,Lyon 1er,Croix Paquet
647,Appartement,3,2,92.0,,non défini,non défini,755000,3120,Lyon 6ème,Tête d'Or-Foch-Vitton
648,Appartement,3,2,59.0,,non défini,non défini,420000,1740,Lyon 7ème,La Guillotière Sud
649,Appartement,3,2,57.0,,non défini,non défini,249900,1039,Lyon 8ème,Sauvegarder
650,Appartement,5,3,92.0,,non défini,non défini,259000,1076,Lyon 8ème,La Plaine
651,Appartement,1,,18.0,,non défini,oui,83000,351,Lyon 6ème,Sauvegarder
652,Appartement,4,3,84.0,,non défini,non défini,245000,1019,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
653,Appartement,4,2,85.0,,non défini,non défini,436000,1806,Lyon 8ème,Le Grand Trou
654,Appartement,3,2,67.0,,non défini,non défini,340000,1410,Lyon 4ème,Croix Rousse-Gros Caillou
655,Appartement,3,2,65.0,,non défini,non défini,335000,1389,Lyon 7ème,Gerland
656,Appartement,3,2,56.0,,non défini,non défini,279000,1159,Lyon 8ème,Transvaal
657,Appartement,5,3,132.0,,non défini,non défini,925000,3821,Lyon 6ème,Tête d'Or-Foch-Vitton
658,Appartement,4,3,77.0,,non défini,non défini,435000,1802,Lyon 4ème,Plateau de la Croix Rousse-Saône
659,Appartement,2,1,46.0,,non défini,non défini,233200,970,Lyon 7ème,Gerland
660,Appartement,4,2,101.0,,non défini,non défini,490000,2028,Lyon 7ème,Jean Macé
661,Appartement,2,1,43.0,,non défini,non défini,200000,833,Lyon 7ème,Jean Macé
662,Appartement,4,3,84.0,,non défini,non défini,339000,1406,Lyon 8ème,Monplaisir-Le Bachut
663,Appartement,3,2,76.0,,non défini,non défini,395000,1637,Lyon 1er,Croix Paquet
664,Appartement,3,2,71.0,,non défini,non défini,330000,1369,Lyon 1er,Croix Paquet
665,Appartement,2,1,42.0,,non défini,non défini,259000,1076,Lyon 6ème,Tête d'Or-Foch-Vitton
666,Appartement,2,1,57.0,,non défini,non défini,355000,1472,Lyon 3ème,La Guillotière Nord
667,Appartement,4,3,111.0,,non défini,non défini,795000,3285,Lyon 2ème,Cordeliers-Célestins-Bourse
668,Appartement,3,2,65.0,,non défini,non défini,255000,1060,Lyon 8ème,Le Grand Trou
669,Appartement,3,1,70.0,,non défini,non défini,340000,1410,Lyon 7ème,Gerland
670,Appartement,2,1,44.0,,non défini,non défini,259000,1076,Lyon 9ème,Vaise-Rochecardon-Industrie
671,Appartement,4,3,83.0,,non défini,non défini,375000,1554,Lyon 7ème,Jean Macé
672,Appartement,3,2,95.0,,non défini,non défini,475000,1966,Lyon 1er,Croix Paquet
673,Appartement,3,2,30.0,,non défini,non défini,178000,743,Lyon 4ème,Croix Rousse-Centre
674,Appartement,4,2,93.0,,non défini,non défini,440000,1822,Lyon 3ème,Villette
675,Appartement,3,2,75.0,,non défini,non défini,310000,1286,Lyon 3ème,Montchat
676,Appartement,5,4,112.0,,non défini,non défini,546000,2259,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
677,Appartement,2,1,42.0,,non défini,non défini,260000,1080,Lyon 9ème,Vaise-Rochecardon-Industrie
678,Appartement,3,2,72.0,,non défini,non défini,399000,1653,Lyon 7ème,La Guillotière Sud
679,Appartement,3,2,65.0,,non défini,non défini,290000,1204,Lyon 8ème,Transvaal
680,Appartement,2,1,33.0,,non défini,non défini,153715,642,Lyon 8ème,Transvaal
681,Appartement,3,2,57.0,,non défini,non défini,249000,1035,Lyon 3ème,Montchat
682,Appartement,4,3,85.0,,non défini,non défini,306000,1270,Lyon 5ème,Point du Jour-Ménival
683,Appartement,4,1,108.0,,non défini,non défini,965000,3985,Lyon 2ème,Bellecour-Ainay
684,Appartement,3,2,72.0,,non défini,non défini,420000,1740,Lyon 3ème,Part Dieu
685,Appartement,2,1,49.0,,non défini,non défini,320000,1328,Lyon 5ème,Vieux Lyon
686,Appartement,5,2,114.0,,non défini,non défini,760000,3141,Lyon 6ème,Sauvegarder
687,Appartement,4,3,112.0,,non défini,non défini,499000,2065,Lyon 3ème,Montchat
688,Appartement,1,,39.0,,1,non défini,285000,1183,Lyon 1er,Terreaux
689,Appartement,5,3,118.0,,non défini,non défini,995000,4109,Lyon 3ème,Montchat
690,Appartement,2,1,61.0,,non défini,non défini,765000,3161,Lyon 6ème,Tête d'Or-Foch-Vitton
691,Appartement,3,2,57.0,,non défini,non défini,366000,1517,Lyon 1er,Terreaux
692,Appartement,2,1,48.0,,non défini,non défini,270000,1122,Lyon 7ème,Jean Macé
693,Appartement,3,2,71.0,,non défini,non défini,364900,1513,Lyon 3ème,Villette
694,Appartement,5,3,119.0,,non défini,non défini,750000,3100,Lyon 3ème,Sans Souci-Dauphiné
695,Appartement,4,3,114.0,,non défini,non défini,679000,2807,Lyon 4ème,Croix Rousse-Gros Caillou
696,Appartement,5,5,125.0,,non défini,non défini,630000,2605,Lyon 4ème,Croix Rousse-Gros Caillou
697,Appartement,3,2,71.0,,non défini,non défini,364900,1513,Lyon 3ème,Villette
698,Appartement,3,2,76.0,,non défini,non défini,395000,1637,Lyon 1er,Croix Paquet
699,Appartement,2,1,,9,non défini,non défini,160000,668,Lyon 7ème,La Guillotière Sud
700,Appartement,4,3,120.0,,non défini,non défini,860000,3553,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
701,Appartement,5,3,101.0,,non défini,non défini,570000,2358,Lyon 3ème,Villette
702,Appartement,2,1,49.0,,non défini,non défini,360000,1492,Lyon 5ème,Vieux Lyon
703,Appartement,3,2,67.0,,non défini,non défini,340000,1410,Lyon 4ème,Croix Rousse-Gros Caillou
704,Appartement,3,2,59.0,,non défini,non défini,219000,911,Lyon 9ème,La Duchère
705,Appartement,9,5,305.0,,non défini,non défini,2150000,8868,Lyon 2ème,Cordeliers-Célestins-Bourse
706,Appartement,4,3,139.0,,non défini,non défini,890000,3676,Lyon 5ème,Fourvière-Saint Just
707,Appartement,2,1,46.0,,non défini,non défini,295000,1225,Lyon 7ème,Gerland
708,Appartement,2,1,39.0,,non défini,non défini,279500,1161,Lyon 1er,Saint Vincent
709,Appartement,5,4,101.0,,non défini,non défini,570000,2358,Lyon 3ème,Villette
710,Appartement,3,2,77.0,,non défini,non défini,350000,1451,Lyon 3ème,Part Dieu
711,Appartement,3,2,93.0,,non défini,non défini,392000,1624,Lyon 3ème,Sauvegarder
712,Appartement,4,3,139.0,,non défini,non défini,890000,3676,Lyon 5ème,Fourvière-Saint Just
713,Appartement,2,1,74.0,,non défini,non défini,449000,1859,Lyon 1er,Saint Vincent
714,Appartement,4,3,120.0,,non défini,non défini,860000,3553,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
715,Appartement,3,2,55.0,,non défini,non défini,299000,1241,Lyon 3ème,Sans Souci-Dauphiné
716,Appartement,4,3,132.0,,non défini,non défini,840000,3470,Lyon 1er,Terreaux
717,Appartement,2,1,59.0,,non défini,non défini,270000,1122,Lyon 1er,Croix Paquet
718,Appartement,4,3,117.0,,non défini,non défini,830000,3429,Lyon 3ème,La Guillotière Nord
719,Appartement,5,4,124.0,,non défini,non défini,1147435,4737,Lyon 2ème,Perrache-Le Confluent
720,Appartement,1,,20.0,,non défini,oui,89000,376,Lyon 8ème,Laënnec-Mermoz
721,Appartement,3,2,66.0,,non défini,non défini,460000,1905,Lyon 2ème,Perrache-Le Confluent
722,Appartement,1,,29.0,,non défini,oui,149000,623,Lyon 1er,Saint Vincent
723,Appartement,4,3,80.0,,non défini,non défini,730000,3017,Lyon 4ème,Croix Rousse-Gros Caillou
724,Appartement,3,2,73.0,,non défini,non défini,295000,1225,Lyon 3ème,Montchat
725,Appartement,2,1,32.0,,non défini,non défini,181400,757,Lyon 8ème,Laënnec-Mermoz
726,Appartement,3,2,87.0,,non défini,non défini,615000,2543,Lyon 6ème,Tête d'Or-Foch-Vitton
727,Appartement,5,4,76.0,,non défini,non défini,316000,1311,Lyon 7ème,Jean Macé
728,Appartement,1,,34.0,,1,non défini,175000,730,Lyon 7ème,Gerland
729,Appartement,4,3,114.0,,non défini,non défini,890000,3676,Lyon 6ème,Tête d'Or-Foch-Vitton
730,Appartement,6,4,234.0,,non défini,non défini,850000,3512,Lyon 4ème,Croix Rousse-Centre
731,Appartement,3,2,105.0,,non défini,non défini,700000,2894,Lyon 2ème,Bellecour-Ainay
732,Appartement,4,3,131.0,,non défini,non défini,1206000,4979,Lyon 8ème,Transvaal
733,Appartement,1,,38.0,,non défini,oui,302000,1253,Lyon 4ème,Croix Rousse-Gros Caillou
734,Appartement,2,1,47.0,,non défini,non défini,227000,944,Lyon 7ème,La Guillotière Sud
735,Appartement,4,3,109.0,,non défini,non défini,683500,2826,Lyon 3ème,Part Dieu
736,Appartement,3,1,60.0,,non défini,non défini,370000,1534,Lyon 8ème,Monplaisir-Le Bachut
737,Appartement,2,1,61.0,,non défini,non défini,350000,1451,Lyon 7ème,La Guillotière Sud
738,Appartement,3,2,53.0,,non défini,non défini,335000,1389,Lyon 1er,Terreaux
739,Appartement,2,1,33.0,,non défini,non défini,245000,1019,Lyon 4ème,Croix Rousse-Centre
740,Appartement,3,2,80.0,,non défini,non défini,345000,1431,Lyon 3ème,Sans Souci-Dauphiné
741,Appartement,3,1,48.0,,non défini,non défini,328700,1364,Lyon 5ème,Vieux Lyon
742,Appartement,5,3,100.0,,non défini,non défini,625000,2584,Lyon 7ème,La Guillotière Sud
743,Appartement,1,,19.0,,non défini,non défini,96300,406,Lyon 3ème,Part Dieu
744,Appartement,2,1,42.0,,non défini,non défini,337000,1398,Lyon 8ème,Monplaisir-Le Bachut
745,Appartement,2,1,45.0,,non défini,non défini,339000,1406,Lyon 6ème,Tête d'Or-Foch-Vitton
746,Appartement,3,2,71.0,,non défini,non défini,310000,1286,Lyon 8ème,Monplaisir-Le Bachut
747,Appartement,3,1,87.0,,non défini,non défini,556000,2300,Lyon 6ème,Sauvegarder
748,Appartement,2,1,47.0,,non défini,non défini,290000,1204,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
749,Appartement,4,3,117.0,,non défini,non défini,679000,2807,Lyon 2ème,Cordeliers-Célestins-Bourse
750,Appartement,3,1,84.0,,non défini,non défini,250000,1039,Lyon 5ème,Fourvière-Saint Just
751,Appartement,2,1,47.0,,non défini,non défini,265000,1101,Lyon 3ème,Part Dieu
752,Appartement,3,2,69.0,,non défini,non défini,317000,1315,Lyon 3ème,Villette
753,Appartement,1,3,72.0,,non défini,non défini,339000,1406,Lyon 3ème,Villette
754,Appartement,4,3,96.0,,non défini,non défini,780000,3223,Lyon 8ème,Monplaisir-Le Bachut
755,Appartement,4,3,69.0,,non défini,non défini,238900,993,Lyon 8ème,La Plaine
756,Appartement,4,3,92.0,,non défini,non défini,620000,2564,Lyon 1er,Sauvegarder
757,Appartement,3,1,77.0,,non défini,non défini,565000,2337,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
758,Appartement,3,2,53.0,,non défini,non défini,275000,1142,Lyon 3ème,Part Dieu
759,Appartement,6,5,74.0,,non défini,non défini,66000,281,Lyon 1er,Terreaux
760,Appartement,2,1,47.0,,non défini,non défini,155000,648,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
761,Appartement,4,3,77.0,,non défini,non défini,315000,1307,Lyon 7ème,Sauvegarder
762,Appartement,4,3,72.0,,non défini,non défini,339000,1406,Lyon 3ème,Villette
763,Appartement,3,2,115.0,,non défini,non défini,569000,2354,Lyon 4ème,Croix Rousse-Gros Caillou
764,Appartement,3,2,98.0,,non défini,non défini,490000,2028,Lyon 4ème,Croix Rousse-Gros Caillou
765,Appartement,2,1,68.0,,non défini,non défini,300500,1247,Lyon 3ème,Villette
766,Appartement,6,4,139.0,,non défini,non défini,690000,2852,Lyon 3ème,Montchat
767,Appartement,4,3,131.0,,non défini,non défini,1206000,4979,Lyon 8ème,Transvaal
768,Appartement,4,3,86.0,,non défini,non défini,482500,1997,Lyon 3ème,Part Dieu
769,Appartement,4,3,90.0,,non défini,non défini,420000,1740,Lyon 9ème,Vaise-Rochecardon-Industrie
770,Appartement,3,2,82.0,,non défini,non défini,550000,2275,Lyon 2ème,Cordeliers-Célestins-Bourse
771,Appartement,4,3,86.0,,non défini,non défini,499000,2065,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
772,Appartement,4,3,49.0,,non défini,non défini,245000,1019,Lyon 8ème,Laënnec-Mermoz
773,Appartement,4,3,109.0,,non défini,non défini,683500,2826,Lyon 3ème,Villette
774,Appartement,1,,27.0,5,non défini,non défini,226000,940,Lyon 1er,Croix Paquet
775,Appartement,1,,26.0,5,non défini,non défini,231000,961,Lyon 1er,Croix Paquet
776,Appartement,3,2,61.0,,non défini,non défini,278000,1155,Lyon 8ème,Sauvegarder
777,Appartement,4,2,105.0,,non défini,non défini,765000,3161,Lyon 6ème,Tête d'Or-Foch-Vitton
778,Appartement,6,5,135.0,,non défini,non défini,599000,2477,Lyon 3ème,Sauvegarder
779,Appartement,1,,37.0,,non défini,oui,174000,726,Lyon 5ème,Sauvegarder
780,Appartement,1,2,83.0,,non défini,non défini,390000,1616,Lyon 4ème,Croix Rousse-Centre
781,Appartement,5,2,132.0,,non défini,non défini,580000,2399,Lyon 1er,Saint Vincent
782,Appartement,3,2,67.0,,non défini,non défini,315000,1307,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
